id,name,status,date,category,amount,currency,salary,balance_left
28,Жансая,Карта,2025-09-22,Продукты питания,11298,KZT,1343635,525236
4,Айназ,Карта,2025-09-09,Продукты питания,1824,KZT,947937,767480
43,Сәуле,Карта,2025-09-04,Кофе и рестораны,2506,KZT,2191949,434365
28,Жансая,Карта,2025-10-18,Такси,1730,KZT,1343635,525236
19,Гаухар,Карта,2025-09-19,Отели,6797,KZT,697027,1874
41,Санжар,Карта,2025-07-21,Путешествия,67662,KZT,2093193,1709280
34,Назым,Карта,2025-10-17,АЗС,2907,KZT,450547,441763
39,Салтанат,Карта,2025-09-18,Продукты питания,3714,KZT,1500725,1461805
41,Санжар,Карта,2025-09-23,АЗС,3785,KZT,2093193,1709280
16,Бауыржан,Карта,2025-10-06,Отдых дома,364,KZT,1598485,1288866
11,Арман,Карта,2025-08-18,Развлечения,12592,KZT,2449275,1140829
12,Аружан,Карта,2025-08-14,Доставка еды,4233,KZT,2121500,575730
17,Бағдат,Карта,2025-08-14,Отдых дома,4550,KZT,2283414,1101524
30,Инабат,Карта,2025-10-11,Кофе и рестораны,28869,KZT,2288846,1844876
43,Сәуле,Карта,2025-08-13,Продукты питания,27788,KZT,2191949,434365
49,Әлихан,Карта,2025-07-31,Отели,64077,KZT,1523631,877437
9,Алтынай,Карта,2025-09-14,Кофе и рестораны,13205,KZT,1816149,1494081
14,Ақмарал,Карта,2025-10-02,Продукты питания,4433,KZT,1199272,209166
36,Нұрсұлтан,Карта,2025-09-09,Путешествия,127384,KZT,2456129,1078509
9,Алтынай,Карта,2025-08-21,Кофе и рестораны,17735,KZT,1816149,1494081
36,Нұрсұлтан,Карта,2025-07-28,Развлечения,3377,KZT,2456129,1078509
7,Айым,Карта,2025-08-23,Такси,856,KZT,730892,532540
17,Бағдат,Карта,2025-07-22,Кино,1316,KZT,2283414,1101524
5,Айнұр,Карта,2025-08-09,АЗС,10323,KZT,2297210,6014
2,Айдос,Карта,2025-10-14,Такси,1629,KZT,862587,935275
6,Айсұлу,Карта,2025-08-05,Продукты питания,3272,KZT,584808,271086
30,Инабат,Карта,2025-10-12,Кофе и рестораны,13606,KZT,2288846,1844876
4,Айназ,Карта,2025-10-01,Развлечения,2722,KZT,947937,767480
30,Инабат,Карта,2025-08-05,Развлечения,19369,KZT,2288846,1844876
7,Айым,Карта,2025-10-14,Кофе и рестораны,9782,KZT,730892,532540
19,Гаухар,Карта,2025-08-03,Продукты питания,11926,KZT,697027,1874
42,Серік,Карта,2025-09-26,Играем дома,5272,KZT,1118128,848420
7,Айым,Карта,2025-10-18,Кофе и рестораны,1587,KZT,730892,532540
18,Ботагөз,Карта,2025-08-25,Продукты питания,3286,KZT,1151505,531208
39,Салтанат,Карта,2025-10-18,Кофе и рестораны,17301,KZT,1500725,1461805
12,Аружан,Карта,2025-09-10,Такси,3686,KZT,2121500,575730
14,Ақмарал,Карта,2025-08-10,АЗС,9434,KZT,1199272,209166
24,Ерлан,Карта,2025-10-13,АЗС,16614,KZT,2364205,2130238
19,Гаухар,Карта,2025-08-24,Отели,10841,KZT,697027,1874
30,Инабат,Карта,2025-08-03,АЗС,3135,KZT,2288846,1844876
44,Талғат,Карта,2025-09-17,Продукты питания,6323,KZT,1827179,1061071
11,Арман,Карта,2025-09-12,Кофе и рестораны,35356,KZT,2449275,1140829
32,Меруерт,Карта,2025-10-15,Кофе и рестораны,19506,KZT,1310434,412250
27,Жанель,Карта,2025-07-27,Доставка еды,6894,KZT,2466811,478293
50,Әсел,Карта,2025-09-27,Продукты питания,22778,KZT,2439680,271729
6,Айсұлу,Карта,2025-08-29,Продукты питания,1730,KZT,584808,271086
47,Қайрат,Карта,2025-09-26,Кофе и рестораны,3343,KZT,813028,447386
2,Айдос,Карта,2025-08-17,АЗС,1666,KZT,862587,935275
8,Алия,Карта,2025-08-24,Кофе и рестораны,4395,KZT,703488,750886
14,Ақмарал,Карта,2025-08-10,АЗС,9697,KZT,1199272,209166
46,Томирис,Карта,2025-10-17,Доставка еды,1329,KZT,555224,575506
6,Айсұлу,Карта,2025-10-03,АЗС,2403,KZT,584808,271086
27,Жанель,Карта,2025-09-27,Развлечения,21520,KZT,2466811,478293
6,Айсұлу,Карта,2025-08-09,Продукты питания,4589,KZT,584808,271086
28,Жансая,Карта,2025-09-26,Доставка еды,5712,KZT,1343635,525236
10,Арайлым,Карта,2025-09-16,Продукты питания,9076,KZT,903264,834909
37,Раушан,Карта,2025-10-02,Играем дома,6315,KZT,1261443,212419
38,Рустем,Карта,2025-08-29,Кофе и рестораны,2256,KZT,456574,260287
28,Жансая,Карта,2025-07-24,Путешествия,83837,KZT,1343635,525236
36,Нұрсұлтан,Карта,2025-10-05,АЗС,17529,KZT,2456129,1078509
19,Гаухар,Карта,2025-08-28,Путешествия,17824,KZT,697027,1874
45,Темірлан,Карта,2025-09-03,Играем дома,5719,KZT,2045609,2305548
10,Арайлым,Карта,2025-08-16,Продукты питания,934,KZT,903264,834909
7,Айым,Карта,2025-10-12,Развлечения,2743,KZT,730892,532540
27,Жанель,Карта,2025-10-01,Кофе и рестораны,21527,KZT,2466811,478293
41,Санжар,Карта,2025-07-26,Продукты питания,19499,KZT,2093193,1709280
4,Айназ,Карта,2025-09-26,Отдых дома,319,KZT,947937,767480
43,Сәуле,Карта,2025-09-19,Такси,1606,KZT,2191949,434365
13,Ақбота,Карта,2025-08-06,Отдых дома,1986,KZT,1461785,1723019
42,Серік,Карта,2025-10-10,Кофе и рестораны,14173,KZT,1118128,848420
9,Алтынай,Карта,2025-09-09,Путешествия,41827,KZT,1816149,1494081
38,Рустем,Карта,2025-08-25,Продукты питания,4279,KZT,456574,260287
5,Айнұр,Карта,2025-09-26,Развлечения,5864,KZT,2297210,6014
11,Арман,Карта,2025-08-18,Кофе и рестораны,29834,KZT,2449275,1140829
12,Аружан,Карта,2025-09-16,АЗС,12306,KZT,2121500,575730
35,Нұржан,Карта,2025-07-30,Развлечения,12040,KZT,2076357,623460
16,Бауыржан,Карта,2025-08-18,Отдых дома,2050,KZT,1598485,1288866
6,Айсұлу,Карта,2025-10-06,Путешествия,18225,KZT,584808,271086
4,Айназ,Карта,2025-10-17,Продукты питания,7772,KZT,947937,767480
5,Айнұр,Карта,2025-07-22,Кофе и рестораны,29821,KZT,2297210,6014
2,Айдос,Карта,2025-09-23,Отдых дома,1472,KZT,862587,935275
28,Жансая,Карта,2025-07-22,Продукты питания,3926,KZT,1343635,525236
35,Нұржан,Карта,2025-08-26,Путешествия,119073,KZT,2076357,623460
28,Жансая,Карта,2025-08-13,Развлечения,535,KZT,1343635,525236
50,Әсел,Карта,2025-08-29,Продукты питания,11309,KZT,2439680,271729
29,Зере,Карта,2025-09-10,Кофе и рестораны,12228,KZT,1063354,1206709
22,Дияс,Карта,2025-09-23,Отели,35118,KZT,2393606,97129
13,Ақбота,Карта,2025-10-14,Отдых дома,709,KZT,1461785,1723019
14,Ақмарал,Карта,2025-08-31,Кофе и рестораны,15461,KZT,1199272,209166
16,Бауыржан,Карта,2025-08-02,АЗС,8772,KZT,1598485,1288866
32,Меруерт,Карта,2025-08-10,Кино,1204,KZT,1310434,412250
23,Ерасыл,Карта,2025-07-30,Продукты питания,6227,KZT,1198223,598112
39,Салтанат,Карта,2025-09-12,Продукты питания,3875,KZT,1500725,1461805
38,Рустем,Карта,2025-10-14,Такси,1083,KZT,456574,260287
41,Санжар,Карта,2025-08-26,Продукты питания,25727,KZT,2093193,1709280
18,Ботагөз,Карта,2025-09-20,Отели,57408,KZT,1151505,531208
43,Сәуле,Карта,2025-08-16,Кино,3686,KZT,2191949,434365
48,Қуат,Карта,2025-08-13,Кофе и рестораны,1369,KZT,442697,2156
6,Айсұлу,Карта,2025-08-11,Продукты питания,1016,KZT,584808,271086
35,Нұржан,Карта,2025-08-31,Продукты питания,28994,KZT,2076357,623460
10,Арайлым,Карта,2025-08-27,Путешествия,38040,KZT,903264,834909
7,Айым,Карта,2025-09-24,Отдых дома,629,KZT,730892,532540
39,Салтанат,Карта,2025-07-22,Кино,1951,KZT,1500725,1461805
19,Гаухар,Карта,2025-07-29,Продукты питания,4787,KZT,697027,1874
47,Қайрат,Карта,2025-08-28,Продукты питания,4152,KZT,813028,447386
8,Алия,Карта,2025-10-06,Отдых дома,856,KZT,703488,750886
31,Мадина,Карта,2025-07-24,Отели,42015,KZT,896448,537204
34,Назым,Карта,2025-10-13,Доставка еды,825,KZT,450547,441763
47,Қайрат,Карта,2025-07-21,Продукты питания,6407,KZT,813028,447386
11,Арман,Карта,2025-08-02,Доставка еды,5903,KZT,2449275,1140829
27,Жанель,Карта,2025-07-31,АЗС,11074,KZT,2466811,478293
45,Темірлан,Карта,2025-10-17,Продукты питания,1373,KZT,2045609,2305548
42,Серік,Карта,2025-07-23,АЗС,2284,KZT,1118128,848420
13,Ақбота,Карта,2025-07-23,Продукты питания,15024,KZT,1461785,1723019
44,Талғат,Карта,2025-07-22,Развлечения,13702,KZT,1827179,1061071
16,Бауыржан,Карта,2025-09-16,АЗС,12264,KZT,1598485,1288866
42,Серік,Карта,2025-09-28,АЗС,3385,KZT,1118128,848420
27,Жанель,Карта,2025-08-29,Кино,3449,KZT,2466811,478293
16,Бауыржан,Карта,2025-10-08,Играем дома,2135,KZT,1598485,1288866
25,Жазира,Карта,2025-09-08,Продукты питания,28562,KZT,2152892,1220948
39,Салтанат,Карта,2025-07-20,Кофе и рестораны,13125,KZT,1500725,1461805
9,Алтынай,Карта,2025-09-01,Продукты питания,20557,KZT,1816149,1494081
12,Аружан,Карта,2025-09-19,Доставка еды,12987,KZT,2121500,575730
14,Ақмарал,Карта,2025-08-20,Продукты питания,2690,KZT,1199272,209166
10,Арайлым,Карта,2025-09-25,Кино,982,KZT,903264,834909
33,Мурат,Карта,2025-08-15,Продукты питания,18294,KZT,1419977,581454
3,Айжан,Карта,2025-09-04,Доставка еды,2720,KZT,1106392,851824
2,Айдос,Карта,2025-07-25,Продукты питания,8435,KZT,862587,935275
50,Әсел,Карта,2025-08-09,Развлечения,7868,KZT,2439680,271729
4,Айназ,Карта,2025-08-17,Продукты питания,3725,KZT,947937,767480
45,Темірлан,Карта,2025-08-17,Отели,41607,KZT,2045609,2305548
34,Назым,Карта,2025-08-06,Кофе и рестораны,4015,KZT,450547,441763
10,Арайлым,Карта,2025-09-18,Продукты питания,8024,KZT,903264,834909
42,Серік,Карта,2025-08-12,Кофе и рестораны,11019,KZT,1118128,848420
29,Зере,Карта,2025-10-05,Такси,1223,KZT,1063354,1206709
42,Серік,Карта,2025-08-26,Продукты питания,3520,KZT,1118128,848420
25,Жазира,Карта,2025-09-01,Продукты питания,25880,KZT,2152892,1220948
23,Ерасыл,Карта,2025-08-17,Развлечения,9797,KZT,1198223,598112
22,Дияс,Карта,2025-07-26,Продукты питания,22698,KZT,2393606,97129
28,Жансая,Карта,2025-08-17,Продукты питания,12718,KZT,1343635,525236
16,Бауыржан,Карта,2025-08-04,Развлечения,2146,KZT,1598485,1288866
7,Айым,Карта,2025-08-31,Продукты питания,2394,KZT,730892,532540
36,Нұрсұлтан,Карта,2025-09-27,Продукты питания,10994,KZT,2456129,1078509
35,Нұржан,Карта,2025-07-30,Продукты питания,21811,KZT,2076357,623460
21,Динара,Карта,2025-08-03,АЗС,7730,KZT,1590432,512113
15,Балжан,Карта,2025-09-18,Такси,1594,KZT,693596,578208
5,Айнұр,Карта,2025-09-29,Продукты питания,11606,KZT,2297210,6014
25,Жазира,Карта,2025-10-15,Такси,3594,KZT,2152892,1220948
35,Нұржан,Карта,2025-08-10,Продукты питания,7349,KZT,2076357,623460
7,Айым,Карта,2025-07-22,Отели,22312,KZT,730892,532540
9,Алтынай,Карта,2025-09-06,Доставка еды,4363,KZT,1816149,1494081
16,Бауыржан,Карта,2025-09-14,Продукты питания,19086,KZT,1598485,1288866
4,Айназ,Карта,2025-10-03,Кофе и рестораны,14341,KZT,947937,767480
17,Бағдат,Карта,2025-08-27,АЗС,15029,KZT,2283414,1101524
18,Ботагөз,Карта,2025-09-18,Путешествия,47243,KZT,1151505,531208
25,Жазира,Карта,2025-09-07,Отдых дома,3525,KZT,2152892,1220948
4,Айназ,Карта,2025-09-26,Продукты питания,8249,KZT,947937,767480
47,Қайрат,Карта,2025-09-10,Отели,37482,KZT,813028,447386
44,Талғат,Карта,2025-07-21,Играем дома,12180,KZT,1827179,1061071
26,Жандос,Карта,2025-10-08,АЗС,3915,KZT,2241153,1220415
13,Ақбота,Карта,2025-10-05,Продукты питания,13954,KZT,1461785,1723019
9,Алтынай,Карта,2025-09-05,Продукты питания,7448,KZT,1816149,1494081
5,Айнұр,Карта,2025-08-13,Путешествия,22513,KZT,2297210,6014
17,Бағдат,Карта,2025-08-02,АЗС,6164,KZT,2283414,1101524
34,Назым,Карта,2025-08-16,Отели,21043,KZT,450547,441763
42,Серік,Карта,2025-09-05,Продукты питания,12097,KZT,1118128,848420
42,Серік,Карта,2025-07-22,Развлечения,4340,KZT,1118128,848420
39,Салтанат,Карта,2025-09-28,Продукты питания,6177,KZT,1500725,1461805
36,Нұрсұлтан,Карта,2025-10-03,АЗС,4482,KZT,2456129,1078509
44,Талғат,Карта,2025-10-01,Играем дома,7845,KZT,1827179,1061071
34,Назым,Карта,2025-09-20,Путешествия,27017,KZT,450547,441763
4,Айназ,Карта,2025-09-23,Продукты питания,6713,KZT,947937,767480
44,Талғат,Карта,2025-09-19,Кофе и рестораны,28424,KZT,1827179,1061071
19,Гаухар,Карта,2025-09-18,Такси,294,KZT,697027,1874
11,Арман,Карта,2025-08-24,Продукты питания,38595,KZT,2449275,1140829
5,Айнұр,Карта,2025-09-26,Развлечения,32966,KZT,2297210,6014
46,Томирис,Карта,2025-10-11,Продукты питания,2183,KZT,555224,575506
42,Серік,Карта,2025-08-04,Играем дома,5403,KZT,1118128,848420
38,Рустем,Карта,2025-09-23,Развлечения,4329,KZT,456574,260287
5,Айнұр,Карта,2025-10-14,Продукты питания,27134,KZT,2297210,6014
41,Санжар,Карта,2025-07-25,Отдых дома,1790,KZT,2093193,1709280
25,Жазира,Карта,2025-09-16,Кофе и рестораны,4395,KZT,2152892,1220948
19,Гаухар,Карта,2025-09-01,Кофе и рестораны,9364,KZT,697027,1874
21,Динара,Карта,2025-08-02,Путешествия,29674,KZT,1590432,512113
9,Алтынай,Карта,2025-08-26,Доставка еды,5003,KZT,1816149,1494081
36,Нұрсұлтан,Карта,2025-10-03,Доставка еды,10053,KZT,2456129,1078509
18,Ботагөз,Карта,2025-08-22,Продукты питания,11161,KZT,1151505,531208
11,Арман,Карта,2025-07-28,Такси,599,KZT,2449275,1140829
19,Гаухар,Карта,2025-08-14,Кофе и рестораны,12421,KZT,697027,1874
30,Инабат,Карта,2025-10-09,Продукты питания,18029,KZT,2288846,1844876
40,Самал,Карта,2025-08-19,Кофе и рестораны,8380,KZT,1486273,750536
42,Серік,Карта,2025-08-11,Кофе и рестораны,16141,KZT,1118128,848420
17,Бағдат,Карта,2025-08-16,АЗС,8253,KZT,2283414,1101524
35,Нұржан,Карта,2025-10-12,Кофе и рестораны,22188,KZT,2076357,623460
16,Бауыржан,Карта,2025-08-19,АЗС,11110,KZT,1598485,1288866
28,Жансая,Карта,2025-10-03,Продукты питания,16916,KZT,1343635,525236
3,Айжан,Карта,2025-08-26,АЗС,4849,KZT,1106392,851824
28,Жансая,Карта,2025-07-22,Играем дома,7352,KZT,1343635,525236
39,Салтанат,Карта,2025-10-02,АЗС,2026,KZT,1500725,1461805
48,Қуат,Карта,2025-10-11,Отели,27863,KZT,442697,2156
34,Назым,Карта,2025-10-16,Продукты питания,1726,KZT,450547,441763
49,Әлихан,Карта,2025-08-18,Доставка еды,3469,KZT,1523631,877437
43,Сәуле,Карта,2025-10-07,Кофе и рестораны,26579,KZT,2191949,434365
7,Айым,Карта,2025-08-25,Такси,1461,KZT,730892,532540
1,Айгерім,Карта,2025-08-26,Отели,18912,KZT,2168344,170820
28,Жансая,Карта,2025-09-15,Отдых дома,995,KZT,1343635,525236
18,Ботагөз,Карта,2025-08-22,Кофе и рестораны,10136,KZT,1151505,531208
9,Алтынай,Карта,2025-07-30,Кофе и рестораны,1406,KZT,1816149,1494081
29,Зере,Карта,2025-10-04,Продукты питания,3477,KZT,1063354,1206709
20,Данияр,Карта,2025-09-07,АЗС,6852,KZT,658844,37786
37,Раушан,Карта,2025-08-25,Кофе и рестораны,20156,KZT,1261443,212419
31,Мадина,Карта,2025-08-05,АЗС,5317,KZT,896448,537204
29,Зере,Карта,2025-10-17,Отдых дома,634,KZT,1063354,1206709
50,Әсел,Карта,2025-09-17,Доставка еды,15438,KZT,2439680,271729
17,Бағдат,Карта,2025-08-11,Продукты питания,10951,KZT,2283414,1101524
50,Әсел,Карта,2025-09-14,Такси,1102,KZT,2439680,271729
26,Жандос,Карта,2025-08-31,Продукты питания,2901,KZT,2241153,1220415
35,Нұржан,Карта,2025-07-20,Продукты питания,13722,KZT,2076357,623460
11,Арман,Карта,2025-10-06,Отели,140985,KZT,2449275,1140829
27,Жанель,Карта,2025-10-11,Продукты питания,6242,KZT,2466811,478293
19,Гаухар,Карта,2025-09-01,АЗС,5400,KZT,697027,1874
15,Балжан,Карта,2025-09-19,Играем дома,4296,KZT,693596,578208
14,Ақмарал,Карта,2025-07-21,Кофе и рестораны,2937,KZT,1199272,209166
5,Айнұр,Карта,2025-09-23,Развлечения,22005,KZT,2297210,6014
40,Самал,Карта,2025-09-29,Кино,1022,KZT,1486273,750536
23,Ерасыл,Карта,2025-08-08,Такси,3225,KZT,1198223,598112
49,Әлихан,Карта,2025-10-05,Продукты питания,16774,KZT,1523631,877437
40,Самал,Карта,2025-09-14,Кофе и рестораны,15954,KZT,1486273,750536
18,Ботагөз,Карта,2025-08-03,АЗС,3223,KZT,1151505,531208
17,Бағдат,Карта,2025-08-05,Продукты питания,1519,KZT,2283414,1101524
29,Зере,Карта,2025-09-29,Развлечения,6210,KZT,1063354,1206709
27,Жанель,Карта,2025-10-18,Играем дома,1875,KZT,2466811,478293
33,Мурат,Карта,2025-09-05,Играем дома,2332,KZT,1419977,581454
19,Гаухар,Карта,2025-10-12,Доставка еды,4763,KZT,697027,1874
46,Томирис,Карта,2025-10-05,Продукты питания,1620,KZT,555224,575506
31,Мадина,Карта,2025-09-06,Отдых дома,1856,KZT,896448,537204
50,Әсел,Карта,2025-07-23,Кофе и рестораны,17613,KZT,2439680,271729
20,Данияр,Карта,2025-10-03,Продукты питания,1826,KZT,658844,37786
35,Нұржан,Карта,2025-07-29,Развлечения,15645,KZT,2076357,623460
36,Нұрсұлтан,Карта,2025-08-16,Кино,556,KZT,2456129,1078509
32,Меруерт,Карта,2025-07-22,АЗС,3890,KZT,1310434,412250
22,Дияс,Карта,2025-09-03,Продукты питания,34268,KZT,2393606,97129
9,Алтынай,Карта,2025-09-22,Продукты питания,11339,KZT,1816149,1494081
34,Назым,Карта,2025-10-05,Продукты питания,5226,KZT,450547,441763
16,Бауыржан,Карта,2025-08-09,Кофе и рестораны,9436,KZT,1598485,1288866
42,Серік,Карта,2025-10-09,Развлечения,9232,KZT,1118128,848420
29,Зере,Карта,2025-09-29,Доставка еды,1455,KZT,1063354,1206709
41,Санжар,Карта,2025-08-10,Такси,1817,KZT,2093193,1709280
25,Жазира,Карта,2025-10-01,Продукты питания,1850,KZT,2152892,1220948
39,Салтанат,Карта,2025-08-04,Продукты питания,12800,KZT,1500725,1461805
26,Жандос,Карта,2025-09-27,Доставка еды,8994,KZT,2241153,1220415
6,Айсұлу,Карта,2025-08-03,Отдых дома,200,KZT,584808,271086
44,Талғат,Карта,2025-08-29,Такси,1840,KZT,1827179,1061071
21,Динара,Карта,2025-09-10,АЗС,3074,KZT,1590432,512113
8,Алия,Карта,2025-10-04,Кофе и рестораны,894,KZT,703488,750886
30,Инабат,Карта,2025-09-03,Кино,2972,KZT,2288846,1844876
49,Әлихан,Карта,2025-08-03,Отели,84991,KZT,1523631,877437
22,Дияс,Карта,2025-08-12,Продукты питания,9305,KZT,2393606,97129
3,Айжан,Карта,2025-09-08,Кофе и рестораны,2835,KZT,1106392,851824
20,Данияр,Карта,2025-07-24,Кофе и рестораны,7410,KZT,658844,37786
50,Әсел,Карта,2025-10-17,АЗС,7770,KZT,2439680,271729
39,Салтанат,Карта,2025-08-13,Продукты питания,13180,KZT,1500725,1461805
5,Айнұр,Карта,2025-08-14,Кофе и рестораны,37050,KZT,2297210,6014
47,Қайрат,Карта,2025-07-20,Продукты питания,4881,KZT,813028,447386
27,Жанель,Карта,2025-10-02,Кофе и рестораны,29633,KZT,2466811,478293
14,Ақмарал,Карта,2025-09-12,Продукты питания,3516,KZT,1199272,209166
5,Айнұр,Карта,2025-09-05,Продукты питания,9783,KZT,2297210,6014
40,Самал,Карта,2025-09-25,Кофе и рестораны,22287,KZT,1486273,750536
37,Раушан,Карта,2025-09-29,Продукты питания,14309,KZT,1261443,212419
15,Балжан,Карта,2025-08-28,Доставка еды,659,KZT,693596,578208
14,Ақмарал,Карта,2025-08-15,Продукты питания,17600,KZT,1199272,209166
49,Әлихан,Карта,2025-10-18,Кино,2654,KZT,1523631,877437
6,Айсұлу,Карта,2025-07-28,Развлечения,5636,KZT,584808,271086
43,Сәуле,Карта,2025-09-24,Продукты питания,5289,KZT,2191949,434365
43,Сәуле,Карта,2025-09-08,Путешествия,125639,KZT,2191949,434365
8,Алия,Карта,2025-09-13,Продукты питания,3134,KZT,703488,750886
49,Әлихан,Карта,2025-08-22,Отели,15070,KZT,1523631,877437
40,Самал,Карта,2025-08-07,Кофе и рестораны,6488,KZT,1486273,750536
22,Дияс,Карта,2025-09-23,Доставка еды,6064,KZT,2393606,97129
4,Айназ,Карта,2025-08-23,АЗС,4982,KZT,947937,767480
16,Бауыржан,Карта,2025-10-04,Путешествия,17000,KZT,1598485,1288866
45,Темірлан,Карта,2025-09-25,Продукты питания,20249,KZT,2045609,2305548
31,Мадина,Карта,2025-09-06,Продукты питания,12822,KZT,896448,537204
20,Данияр,Карта,2025-09-07,Кофе и рестораны,5311,KZT,658844,37786
17,Бағдат,Карта,2025-09-10,Отдых дома,2458,KZT,2283414,1101524
42,Серік,Карта,2025-10-18,Продукты питания,4300,KZT,1118128,848420
39,Салтанат,Карта,2025-10-11,АЗС,2139,KZT,1500725,1461805
29,Зере,Карта,2025-07-21,АЗС,3433,KZT,1063354,1206709
35,Нұржан,Карта,2025-10-16,Отели,89949,KZT,2076357,623460
24,Ерлан,Карта,2025-07-22,Продукты питания,19038,KZT,2364205,2130238
38,Рустем,Карта,2025-09-12,АЗС,2332,KZT,456574,260287
16,Бауыржан,Карта,2025-08-04,Продукты питания,2931,KZT,1598485,1288866
16,Бауыржан,Карта,2025-07-27,Такси,3937,KZT,1598485,1288866
36,Нұрсұлтан,Карта,2025-08-26,Продукты питания,29721,KZT,2456129,1078509
17,Бағдат,Карта,2025-09-26,Путешествия,137828,KZT,2283414,1101524
9,Алтынай,Карта,2025-09-21,Развлечения,4365,KZT,1816149,1494081
25,Жазира,Карта,2025-08-24,АЗС,13531,KZT,2152892,1220948
17,Бағдат,Карта,2025-08-20,АЗС,17452,KZT,2283414,1101524
4,Айназ,Карта,2025-07-31,Кофе и рестораны,8418,KZT,947937,767480
16,Бауыржан,Карта,2025-08-08,Кофе и рестораны,20776,KZT,1598485,1288866
12,Аружан,Карта,2025-09-06,Продукты питания,28626,KZT,2121500,575730
7,Айым,Карта,2025-08-02,Кофе и рестораны,3778,KZT,730892,532540
3,Айжан,Карта,2025-10-11,Такси,1218,KZT,1106392,851824
10,Арайлым,Карта,2025-09-26,Такси,1092,KZT,903264,834909
23,Ерасыл,Карта,2025-08-04,Продукты питания,16894,KZT,1198223,598112
36,Нұрсұлтан,Карта,2025-10-15,Такси,4045,KZT,2456129,1078509
10,Арайлым,Карта,2025-10-18,АЗС,4778,KZT,903264,834909
42,Серік,Карта,2025-08-05,Кофе и рестораны,12384,KZT,1118128,848420
16,Бауыржан,Карта,2025-09-18,Кофе и рестораны,15001,KZT,1598485,1288866
4,Айназ,Карта,2025-10-16,Доставка еды,905,KZT,947937,767480
49,Әлихан,Карта,2025-10-04,Такси,349,KZT,1523631,877437
32,Меруерт,Карта,2025-08-16,Продукты питания,6672,KZT,1310434,412250
15,Балжан,Карта,2025-09-11,Продукты питания,3923,KZT,693596,578208
49,Әлихан,Карта,2025-09-18,Путешествия,51996,KZT,1523631,877437
10,Арайлым,Карта,2025-10-11,Кофе и рестораны,8880,KZT,903264,834909
42,Серік,Карта,2025-10-08,АЗС,7281,KZT,1118128,848420
47,Қайрат,Карта,2025-09-25,Доставка еды,668,KZT,813028,447386
31,Мадина,Карта,2025-08-09,Кино,803,KZT,896448,537204
49,Әлихан,Карта,2025-08-16,Путешествия,9580,KZT,1523631,877437
31,Мадина,Карта,2025-10-02,Развлечения,4026,KZT,896448,537204
27,Жанель,Карта,2025-08-06,Кофе и рестораны,40637,KZT,2466811,478293
2,Айдос,Карта,2025-08-31,Кофе и рестораны,9473,KZT,862587,935275
24,Ерлан,Карта,2025-08-17,Доставка еды,5055,KZT,2364205,2130238
16,Бауыржан,Карта,2025-10-08,Такси,1185,KZT,1598485,1288866
25,Жазира,Карта,2025-09-16,Доставка еды,3458,KZT,2152892,1220948
15,Балжан,Карта,2025-08-22,Играем дома,2061,KZT,693596,578208
30,Инабат,Карта,2025-09-04,Отели,44077,KZT,2288846,1844876
43,Сәуле,Карта,2025-07-23,Развлечения,13621,KZT,2191949,434365
15,Балжан,Карта,2025-10-05,АЗС,3840,KZT,693596,578208
47,Қайрат,Карта,2025-09-20,АЗС,5629,KZT,813028,447386
13,Ақбота,Карта,2025-08-02,Развлечения,3173,KZT,1461785,1723019
28,Жансая,Карта,2025-09-12,Кофе и рестораны,3521,KZT,1343635,525236
41,Санжар,Карта,2025-10-02,Продукты питания,21383,KZT,2093193,1709280
17,Бағдат,Карта,2025-09-17,АЗС,19819,KZT,2283414,1101524
4,Айназ,Карта,2025-09-29,Продукты питания,9716,KZT,947937,767480
5,Айнұр,Карта,2025-09-27,Кофе и рестораны,24818,KZT,2297210,6014
33,Мурат,Карта,2025-10-06,Такси,4082,KZT,1419977,581454
12,Аружан,Карта,2025-09-21,Отдых дома,1118,KZT,2121500,575730
37,Раушан,Карта,2025-10-05,Такси,3021,KZT,1261443,212419
38,Рустем,Карта,2025-10-04,АЗС,3565,KZT,456574,260287
22,Дияс,Карта,2025-09-23,Отдых дома,1635,KZT,2393606,97129
10,Арайлым,Карта,2025-09-14,Отели,35184,KZT,903264,834909
9,Алтынай,Карта,2025-07-27,Кофе и рестораны,12837,KZT,1816149,1494081
34,Назым,Карта,2025-10-05,Такси,203,KZT,450547,441763
24,Ерлан,Карта,2025-10-05,Продукты питания,1428,KZT,2364205,2130238
25,Жазира,Карта,2025-09-03,Продукты питания,20094,KZT,2152892,1220948
48,Қуат,Карта,2025-08-23,Кофе и рестораны,2463,KZT,442697,2156
37,Раушан,Карта,2025-10-16,АЗС,7210,KZT,1261443,212419
20,Данияр,Карта,2025-10-06,Доставка еды,4057,KZT,658844,37786
49,Әлихан,Карта,2025-08-23,Продукты питания,11817,KZT,1523631,877437
30,Инабат,Карта,2025-09-09,Кофе и рестораны,1092,KZT,2288846,1844876
28,Жансая,Карта,2025-10-10,Кино,1937,KZT,1343635,525236
46,Томирис,Карта,2025-10-13,Развлечения,3286,KZT,555224,575506
11,Арман,Карта,2025-08-01,Доставка еды,6636,KZT,2449275,1140829
30,Инабат,Карта,2025-10-05,Развлечения,1044,KZT,2288846,1844876
7,Айым,Карта,2025-08-09,Продукты питания,3076,KZT,730892,532540
15,Балжан,Карта,2025-08-25,Отели,5674,KZT,693596,578208
